Район,Наслег,ОКТМО,Бассейн рек,Населенный пункт,Год,Месяц,День,в % от нормы,Unnamed: 9,"Кол-во ошибок ""#н/д""",0
Амгинский муниципальный район,Амгинский наслег,98608432101,р.Амга,Амга,2011,3,30,70-90,,,
Алданский муниципальный район,Нагорный,98603105106,р.Алдан,Нагорный,2011,3,30,>130,,,
Нерюнгринский муниципальный район,поселок Чульман,98660165051,р.Алдан,Чульман,2011,3,30,>130,,,
Алданский муниципальный район,,98603101111,р.Алдан,Канку,2011,3,30,110-130,,,
Момский муниципальный район,Момский национальный наслег,98633423106,р.Алдан,Суон-Тит,2011,3,30,70-90,,,
Алданский муниципальный район,город Томмот,98603105001,р.Алдан,Томмот,2011,3,30,70-90,,,
Алданский муниципальный район,Угино,98603105001,р.Алдан,Угино,2011,3,30,70-90,,,
Олекминский муниципальный район,Жарханский национальный наслег,98641420101,р.Алдан,Токо,2011,3,30,>130,,,
Алданский муниципальный район,Чюльбю,98603460101,р.Алдан,Чюльбю,2011,3,30,70-90,,,
Алданский муниципальный район,,98603460101,р.Алдан,Учур,2011,3,30,70-90,,,
Усть-Майский муниципальный район,село Усть-Миль,98654415101,р.Алдан,Усть-Миль,2011,3,30,70-90,,,
Усть-Майский муниципальный район,поселок Усть-Мая,98654151106,р.Алдан,Усть-Юдома,2011,3,30,90-110,,,
Усть-Майский муниципальный район,поселок Югоренок,98654166051,р.Алдан,Югаренок,2011,3,30,110-130,,,
Усть-Майский муниципальный район,поселок Усть-Мая,98654151051,р.Алдан,Усть-Мая,2011,3,30,90-110,,,
Томпонский муниципальный район,Охот-Перевозовский наслег,98650425101,р.Алдан,Охотский Перевоз,2011,3,30,90-110,,,
Томпонский муниципальный район,Теплоключевской наслег,98650433101,р.Алдан,Теплый Ключ,2011,3,30,>130,,,
Томпонский муниципальный район,Баягантайский наслег,98650405101,р.Алдан,Крест-Хальджай,2011,3,30,>130,,,
Томпонский муниципальный район,Томпо,98650435101,р.Алдан,Томпо,2011,3,30,>130,,,
Чурапчинский муниципальный район,Чурапчинский наслег,98658470101,р.Алдан,Чурапча,2011,3,30,90-110,,,
Усть-Алданский муниципальный район,,98652475101,р.Алдан,Верхоянский Перевоз,2011,3,30,>130,,,
Кобяйский муниципальный район,Кировский эвенский национальный наслег,98624414106,р.Алдан,Батамай,2011,3,30,>130,,,
Кобяйский муниципальный район,Кировский эвенский национальный наслег,98624414101,р.Алдан,Сегян-Кюель,2011,3,30,110-130,,,
Мирнинский муниципальный район,Лавинда,98631162051,р.Вилюй,Лавинда,2011,3,30,90-110,,,
Мирнинский муниципальный район,Чона,98631162051,р.Вилюй,Чона,2011,3,30,70-90,,,
Мирнинский муниципальный район,,98631162051,р.Вилюй,Туой-Хая,2011,3,30,90-110,,,
Мирнинский муниципальный район,поселок Чернышевский,98631162051,р.Вилюй,Чернышевский,2011,3,30,90-110,,,
Оленекский эвенкийский национальный муниципальный район,Хабардино,98642437101,р.Вилюй,Хабардино,2011,3,30,<70,,,
Мирнинский муниципальный район,поселок Айхал,98631152051,р.Вилюй,Айхал,2011,3,30,90-110,,,
Оленекский эвенкийский национальный муниципальный район,Шелагонцы,98642450101,р.Вилюй,Шелагонцы,2011,3,30,>130,,,
